model,data_type,tf,point_auc,mean_auc,ci95_low,ci95_high,auprc,prec_at_rec50,prec_at_prev1e-3
HetMoE,in_distribution,MAX,0.8635,0.8639686658743515,0.8405172983676353,0.8850958052797601,0.8570987158717778,0.8900343642611683,0.00803673938002296
static_mean,in_distribution,MAX,0.730256,0.7316372365300744,0.7005184584783883,0.7620815562407083,0.7345473075137554,0.7507507507507507,0.0030059999759520003
best_single,in_distribution,MAX,0.7506919999999999,0.7515856866272677,0.7218097151148746,0.7814086034293234,0.7505331651487268,0.7652439024390244,0.003252390701531604
DNABERT,in_distribution,MAX,0.86406,0.8643566385683971,0.8427996022413913,0.884915689672798,0.8542534053612764,0.8745644599303136,0.00693082976667127
HetMoE,in_distribution,GABPA,0.9316239999999998,0.9318973521360516,0.9147397189618789,0.9472431193492002,0.9362796282012446,0.9734848484848485,0.035448275862068966
static_mean,in_distribution,GABPA,0.8317479999999999,0.8321480437242942,0.8056270897052035,0.8568464167677798,0.8381648461430038,0.8916083916083916,0.008166794773251345
best_single,in_distribution,GABPA,0.796748,0.7971794496882617,0.770845050386347,0.8253073403580958,0.8026858378512406,0.8250825082508251,0.004699513130439687
DNABERT,in_distribution,GABPA,0.8864799999999999,0.8862891372409332,0.864405628056035,0.9049103794659499,0.8806779761772602,0.9136690647482014,0.010482872472141972
HetMoE,in_distribution,SP1,0.776524,0.7763949079009622,0.7458679502019613,0.8068169845978611,0.805160195100664,0.834920634920635,0.005037252686215549
static_mean,in_distribution,SP1,0.672776,0.6725983376560466,0.6378698132973667,0.7069815939814583,0.6895769039220834,0.6729222520107239,0.0020552039237200013
best_single,in_distribution,SP1,0.6146959999999999,0.6145713094459639,0.5813964295417479,0.6511664850481671,0.6282389316577766,0.6140776699029126,0.0015902548179063949
DNABERT,in_distribution,SP1,0.736144,0.7359770161921816,0.705198205623849,0.7679061119781142,0.7538309832704734,0.742603550295858,0.0028796292047175444
HetMoE,out_of_distribution,JUN,0.9620359999999999,0.9619692819962357,0.9505377638915,0.9732278525305627,0.9520407945423435,0.9724137931034482,0.034082668600435094
static_mean,out_of_distribution,JUN,0.8818760000000001,0.88171727742667,0.8597173187270997,0.9030209155006433,0.8333176936373804,0.8456375838926175,0.005453837164004674
best_single,out_of_distribution,JUN,0.9807320000000002,0.9806301914432763,0.9727840635747139,0.9879676299283153,0.9841688056825587,1.0,1.0
DNABERT,out_of_distribution,JUN,0.8799640000000001,0.8796994910701362,0.8589882352562566,0.8999088110324243,0.8695811084544749,0.900709219858156,0.00899879543683129
HetMoE,out_of_distribution,FOSL1,0.971936,0.9718581098392379,0.9624942527748327,0.9802826494360811,0.9686643983000478,0.977859778597786,0.04233903179421633
static_mean,out_of_distribution,FOSL1,0.89448,0.8943610162226325,0.8746555101907268,0.9133754479000837,0.875639104963718,0.8819444444444444,0.007422559906487434
best_single,out_of_distribution,FOSL1,0.9772720000000001,0.9771530736819978,0.9675630140255481,0.9854803175941748,0.981578540993433,0.9971014492753624,0.2561429635145197
DNABERT,out_of_distribution,FOSL1,0.870276,0.8705718939362579,0.8477214752428887,0.8916287774468367,0.8663295319607726,0.8754325259515571,0.0069856697131181495
HetMoE,out_of_distribution,ATF3,0.824952,0.8243235747063979,0.7969119981591729,0.8485844733639384,0.8472931648590395,0.9097472924187726,0.009989297181591153
static_mean,out_of_distribution,ATF3,0.7203160000000001,0.7200298591293979,0.6879417762504181,0.7509860507756253,0.7358459796415695,0.7110481586402266,0.002457194881986119
best_single,out_of_distribution,ATF3,0.78594,0.7859459920952304,0.7563420473951681,0.8130290512940342,0.8369191487793497,0.937037037037037,0.014678579716871665
DNABERT,out_of_distribution,ATF3,0.751596,0.7512677999511168,0.7186097567558113,0.7807156475454655,0.7824991647936694,0.8648648648648649,0.0063656256216431265
HetMoE,out_of_distribution,MYC,0.8604640000000001,0.8601344383739778,0.8379030726621496,0.8813704615074669,0.8566057764268731,0.8811188811188811,0.007364544976328247
static_mean,out_of_distribution,MYC,0.738976,0.7388431441212376,0.7088344932675662,0.7680697472627813,0.7398560796430053,0.7312138728323699,0.0027157578359811078
best_single,out_of_distribution,MYC,0.7352799999999999,0.7350642593782172,0.7042339533975479,0.7651589230666301,0.739251825416137,0.7470588235294118,0.0029477300157831213
DNABERT,out_of_distribution,MYC,0.8596319999999998,0.8593355809096664,0.8367337209892305,0.8821849954419329,0.8508800685414266,0.8639455782312925,0.006316208285671657
HetMoE,out_of_distribution,MXI1,0.7884439999999999,0.788508381801765,0.7615868971786403,0.8148882281143102,0.8032699503650195,0.856655290102389,0.005946599066549789
static_mean,out_of_distribution,MXI1,0.7147319999999999,0.714699118453387,0.6828623320328899,0.7490800223771968,0.7250414415189133,0.7575757575757576,0.0031183734564051387
best_single,out_of_distribution,MXI1,0.707668,0.7075778513580663,0.6762941848548778,0.7380661616704024,0.7103991104847248,0.6929347826086957,0.0022538049530678264
DNABERT,out_of_distribution,MXI1,0.829272,0.8288436347745624,0.8019357538452537,0.853334217461264,0.8242400009453703,0.8680555555555556,0.006542447398722915
HetMoE,out_of_distribution,USF1,0.88503,0.8853879084709096,0.8647404040921882,0.9049987722728464,0.8845609978263329,0.9264705882352942,0.012455516014234875
static_mean,out_of_distribution,USF1,0.7624759999999999,0.7625449476998356,0.7338700232415842,0.79206647491914,0.7736902213419479,0.7836990595611285,0.003613708966334687
best_single,out_of_distribution,USF1,0.7498279999999999,0.7496041872236451,0.7179345937179815,0.7829043513528758,0.7639535793248862,0.8070739549839229,0.004170058646641525
DNABERT,out_of_distribution,USF1,0.8928720000000001,0.8928893688127105,0.8745476232299996,0.9122031786853901,0.8937330518087694,0.922509225092251,0.01177634368081398
HetMoE,out_of_distribution,ELF1,0.947408,0.9474827123300502,0.9344009907812303,0.9606525980227247,0.9450924150373224,0.9616858237547893,0.024509325261204962
static_mean,out_of_distribution,ELF1,0.8787480000000001,0.8791190820055139,0.8581957578829406,0.9003286488872733,0.8761929974976539,0.9290780141843972,0.012943385041003855
best_single,out_of_distribution,ELF1,0.8216279999999999,0.8217189484943711,0.795989271556584,0.8480995595919932,0.820290959063015,0.8471760797342193,0.005518405505421022
DNABERT,out_of_distribution,ELF1,0.9042120000000001,0.9043348153492542,0.8849112343189963,0.923619086262715,0.8859917190005331,0.9217081850533808,0.011647254575707157
HetMoE,out_of_distribution,ETS1,0.7921119999999999,0.7922720171605029,0.7636811336272902,0.8186521009741353,0.8151538173773161,0.863013698630137,0.006266786034019695
static_mean,out_of_distribution,ETS1,0.721992,0.7221420940989772,0.6883778715456145,0.7545008176446936,0.7541274921269405,0.7331378299120235,0.002742460974780329
best_single,out_of_distribution,ETS1,0.7140439999999999,0.714329284089061,0.6824448221746149,0.7460906226381444,0.7280118893235993,0.7183908045977011,0.0025470698508435895
DNABERT,out_of_distribution,ETS1,0.7928879999999999,0.7925736905945469,0.762684977221553,0.8194840301630119,0.8188795593954425,0.8754325259515571,0.0069856697131181495
HetMoE,out_of_distribution,SPI1,0.8605880000000001,0.8601785441576589,0.8366136568697254,0.8837681944756,0.8461291019646588,0.8716216216216216,0.0067503924646781805
static_mean,out_of_distribution,SPI1,0.8144119999999999,0.8139995844536823,0.7863203716244057,0.8413333530499066,0.7837504546482927,0.8144654088050315,0.004375
best_single,out_of_distribution,SPI1,0.784932,0.7845291171413473,0.7532473131198677,0.8128186384644279,0.7802640412302542,0.8019169329073482,0.004036083551753526
DNABERT,out_of_distribution,SPI1,0.8096880000000001,0.8092214439756644,0.7802676902980823,0.8346009900360144,0.8054684892306719,0.8122977346278317,0.004313233550427027
HetMoE,out_of_distribution,SP2,0.820236,0.8201645515490184,0.7951588867926672,0.8450014127135321,0.8137231989522782,0.839344262295082,0.005202511837746662
static_mean,out_of_distribution,SP2,0.6839120000000001,0.6844157467479233,0.6540759244634388,0.7181575798539064,0.6664243021533536,0.6764705882352942,0.002088630584816564
best_single,out_of_distribution,SP2,0.6143559999999999,0.6144724217526705,0.581279485998835,0.6480938840640551,0.612163820076107,0.585480093676815,0.0014118470913126228
DNABERT,out_of_distribution,SP2,0.7552960000000001,0.7549939150244304,0.7255086225294377,0.7856256815799899,0.75503618907022,0.746268656716418,0.0029354781893970528
HetMoE,out_of_distribution,YY1,0.7026760000000001,0.701992816945799,0.6704118043955687,0.7334080601519462,0.7255887030541982,0.7246376811594203,0.0026272923125426934
static_mean,out_of_distribution,YY1,0.6674559999999999,0.667109201700009,0.6349242935213102,0.6983933493121646,0.6744872947781655,0.6555269922879178,0.0019012682577672399
best_single,out_of_distribution,YY1,0.6972520000000001,0.6973024886925941,0.6649842572991033,0.727943496005793,0.7129591176290859,0.6887052341597796,0.002209710351167169
DNABERT,out_of_distribution,YY1,0.798996,0.7993439945818384,0.7715395386571522,0.8247594709900105,0.813265559772275,0.8557046979865772,0.005901138572618718
HetMoE,out_of_distribution,ZNF143,0.727952,0.7278138957927995,0.6973793036600497,0.7577548439229127,0.7372234936386912,0.7636363636363637,0.003223578171770665
static_mean,out_of_distribution,ZNF143,0.65986,0.659158251170166,0.6281693634186822,0.6906697638462306,0.669089373708821,0.6443298969072165,0.0018101251158480073
best_single,out_of_distribution,ZNF143,0.712116,0.7116675590035568,0.6811866699245068,0.7419510652954743,0.698705529593729,0.7138810198300283,0.002491324850965388
DNABERT,out_of_distribution,ZNF143,0.786276,0.7862369904721571,0.7568553729080207,0.8118431335624009,0.7805483633721799,0.7961783439490446,0.003894930358645187
HetMoE,out_of_distribution,REST,0.597452,0.597535670307368,0.5624486323419435,0.630811524832543,0.6130698929425955,0.5753424657534246,0.0013543581309857792
static_mean,out_of_distribution,REST,0.5772160000000001,0.5775719556508959,0.5428359442595612,0.6103128213335255,0.5864864060700159,0.5530973451327433,0.0012373297434273044
best_single,out_of_distribution,REST,0.6199159999999999,0.6199456618600623,0.586175542442637,0.6521222655351328,0.6174463905166759,0.6327543424317618,0.0017217282100103306
DNABERT,out_of_distribution,REST,0.6816240000000001,0.6813769503084822,0.6495942425068378,0.7121191757770767,0.6772402556812926,0.6811989100817438,0.002134325937182519
HetMoE,out_of_distribution,GATA1,0.934712,0.9346741295669729,0.9204867366148952,0.9486623830606888,0.9353041804159132,0.9655172413793104,0.027263875365141188
static_mean,out_of_distribution,GATA1,0.8986199999999999,0.8986687592393159,0.879746399936664,0.9173491060661633,0.8923395775943648,0.9205776173285198,0.011469437322898398
best_single,out_of_distribution,GATA1,0.8723399999999999,0.8721782122243978,0.8499996023060953,0.8919708299477308,0.8696283157249012,0.927797833935018,0.012699510797054898
DNABERT,out_of_distribution,GATA1,0.882504,0.8826516144834611,0.8622951463545296,0.902662193550403,0.8810948869502364,0.9191176470588235,0.011247075760302323
HetMoE,out_of_distribution,GATA2,0.906452,0.9061399484701916,0.8889603105321472,0.9240630884718367,0.9034474706175386,0.9227941176470589,0.011822892133772963
static_mean,out_of_distribution,GATA2,0.8942999999999999,0.8944081482230943,0.8748156422638024,0.912615186869549,0.8919842042070134,0.9219858156028369,0.011691698893785416
best_single,out_of_distribution,GATA2,0.8384119999999999,0.8386041591229979,0.8126677987404839,0.8633600269073393,0.844371046443037,0.8927335640138409,0.008262080891536171
DNABERT,out_of_distribution,GATA2,0.861888,0.8621881494922465,0.8396393469920789,0.8846663825926939,0.8625559098878595,0.8866666666666667,0.007770507127833605
HetMoE,out_of_distribution,FOXA1,0.893,0.8928247074395347,0.8731215972444801,0.9127883180851218,0.8740523334743286,0.9298892988929889,0.013102480112306974
static_mean,out_of_distribution,FOXA1,0.7986719999999999,0.7988680261130711,0.770686863642976,0.824763077782836,0.7702910540863916,0.7861635220125787,0.003666656888914963
best_single,out_of_distribution,FOXA1,0.603012,0.602379896690881,0.565885708043955,0.6379292717086834,0.6136529900617882,0.5813953488372093,0.0013883489753984564
DNABERT,out_of_distribution,FOXA1,0.765816,0.7659421231353978,0.7356500335590839,0.792301813943882,0.7576251390470455,0.7574850299401198,0.0031168383186320407
HetMoE,out_of_distribution,FOXA2,0.898092,0.8977417295677744,0.8768174324154272,0.9164028516676482,0.8752967024695628,0.9236363636363636,0.011962511185418922
static_mean,out_of_distribution,FOXA2,0.7832520000000001,0.7828054257667884,0.7527359450376321,0.8102589124414034,0.7433075899811665,0.7507507507507507,0.0030059999759520003
best_single,out_of_distribution,FOXA2,0.6113600000000001,0.6102902315098758,0.5768701841456358,0.6458873593861824,0.6164820968022571,0.6033254156769596,0.001520166140992417
DNABERT,out_of_distribution,FOXA2,0.755244,0.7544869903556727,0.7237653789110199,0.7848945625469317,0.7407471643208139,0.7191977077363897,0.00255723207645207
HetMoE,out_of_distribution,CTCF,0.919572,0.9198315010974922,0.9024062084274759,0.9357260290877102,0.9228490177091491,0.9625468164794008,0.025080511369181224
static_mean,out_of_distribution,CTCF,0.777628,0.778463287889583,0.7508274832990972,0.8039746340087526,0.7610799717421559,0.7613293051359517,0.0031829032624758435
best_single,out_of_distribution,CTCF,0.717356,0.717860316812227,0.6891328567565641,0.7474417987230413,0.7195607867853112,0.7272727272727273,0.002662229617304492
DNABERT,out_of_distribution,CTCF,0.794448,0.7950028753336474,0.7652581842076033,0.8208811956161717,0.7930194582691334,0.7857142857142857,0.003656914893617021
HetMoE,out_of_distribution,STAT3,0.843716,0.8430675587112642,0.8196967932638738,0.8669300192091923,0.851116889819016,0.8954703832752613,0.008502332351870845
static_mean,out_of_distribution,STAT3,0.8303479999999999,0.8293842859331096,0.8043901677750834,0.8533546177637378,0.8203920839177837,0.8576271186440678,0.0059936983250811395
best_single,out_of_distribution,STAT3,0.8480999999999999,0.8474605205530027,0.8206862080464755,0.8704577525250181,0.8701802038221997,0.9345454545454546,0.014090684796315589
DNABERT,out_of_distribution,STAT3,0.805984,0.805335155550133,0.7782550520808333,0.8318790181004807,0.7986579625062995,0.8305647840531561,0.004882907869294323
HetMoE,out_of_distribution,NRF1,0.733464,0.7341332740327347,0.7038076415039783,0.7651132276144874,0.7303244100317721,0.7621951219512195,0.0031980760374558663
static_mean,out_of_distribution,NRF1,0.6758799999999999,0.67603004754554,0.6434063405847216,0.7104078852443962,0.6742599772652208,0.6675324675324675,0.002005791038718791
best_single,out_of_distribution,NRF1,0.687836,0.6874755033901491,0.656443536228418,0.7199852891508477,0.6832254750888991,0.6904109589041096,0.0022273486596133957
DNABERT,out_of_distribution,NRF1,0.768868,0.7682959552024567,0.7400396136344323,0.7963464636473022,0.769509343408378,0.78125,0.0035622684525505838
HetMoE,out_of_distribution,HNF4A,0.8072280000000001,0.8067302851665374,0.779714341723022,0.8324765497149302,0.7774457223214978,0.8019169329073482,0.004036083551753526
static_mean,out_of_distribution,HNF4A,0.660264,0.6598361263457917,0.6259175112575619,0.6933651379809197,0.6122908837995817,0.6275,0.0016834113559844942
best_single,out_of_distribution,HNF4A,0.5771879999999999,0.5772438940221223,0.5402928306817205,0.6101779021098092,0.5832062223192236,0.5577777777777778,0.0012609770311275447
DNABERT,out_of_distribution,HNF4A,0.70744,0.707060665176043,0.6746174223791037,0.736231701413477,0.6835168638268614,0.675603217158177,0.0020803923025484805
HetMoE,out_of_distribution,TCF7L2,0.7027639999999999,0.7030119385920531,0.6696224064066306,0.7335670618365586,0.675487243160505,0.6793478260869565,0.0021162767074120476
static_mean,out_of_distribution,TCF7L2,0.6655679999999999,0.6653994880083068,0.631652890863359,0.699112486919503,0.6521944829476418,0.6632124352331606,0.001967323978297957
best_single,out_of_distribution,TCF7L2,0.675516,0.6751700702027035,0.6421391247708395,0.709184993797519,0.6972530322631127,0.6991643454038997,0.002321000896960506
DNABERT,out_of_distribution,TCF7L2,0.75944,0.7594410231507127,0.7309624570665154,0.7870401379233616,0.7568108736192805,0.7621951219512195,0.0031980760374558663
HetMoE,out_of_distribution,ZBTB33,0.640718,0.6394709042924159,0.6021517758535978,0.6754346131169495,0.6722160002309272,0.6395939086294417,0.001773274224192527
static_mean,out_of_distribution,ZBTB33,0.634144,0.6328359751405163,0.5941926450671641,0.6653528178191533,0.6544449375419059,0.6092233009708737,0.0015581352039232728
best_single,out_of_distribution,ZBTB33,0.65374,0.6529245266003879,0.6170003756035395,0.6855973357732852,0.6597730486282146,0.654639175257732,0.0018938264240978225
DNABERT,out_of_distribution,ZBTB33,0.681908,0.6806029323155688,0.6450146365914786,0.7134856224068279,0.7089164999120394,0.7163323782234957,0.002521406743250194
HetMoE,out_of_distribution,POLR2A,0.654412,0.6541681062299413,0.6192651727600678,0.689261940059868,0.6504440796393693,0.6640211640211641,0.0019744501431673014
static_mean,out_of_distribution,POLR2A,0.637956,0.637608725483695,0.6027033084012663,0.6718513828710426,0.6525084158930975,0.6578947368421053,0.00192130341223486
best_single,out_of_distribution,POLR2A,0.6447479999999999,0.644748486003916,0.6100958337976947,0.6791253015858156,0.660382425313112,0.6265664160401002,0.0016767157832610112
DNABERT,out_of_distribution,POLR2A,0.739984,0.7397211701899109,0.7104848166625087,0.7687915641465746,0.7583812379229293,0.7590361445783133,0.003143242029636282
HetMoE,out_of_distribution,EP300,0.903848,0.9037980949545098,0.8842492698946806,0.9215711424321918,0.9061880798748143,0.9395017793594306,0.015307009914767786
static_mean,out_of_distribution,EP300,0.8973840000000001,0.8974251123505589,0.8782988158125575,0.9162501429000572,0.8895697927625835,0.9163636363636364,0.01084850833010461
best_single,out_of_distribution,EP300,0.8422080000000001,0.8426872742396415,0.8179747716033138,0.8675886114193507,0.8541635185147034,0.9124087591240876,0.010319491455461075
DNABERT,out_of_distribution,EP300,0.868232,0.8690116614054901,0.8466361153384775,0.8892384332457961,0.8645166698812213,0.9017543859649123,0.009104112791809841
HetMoE,out_of_distribution,EZH2,0.6375,0.6374295601029439,0.6008144986173442,0.6693255367323959,0.6162826709145071,0.6157635467980296,0.0016015990364780196
static_mean,out_of_distribution,EZH2,0.608568,0.6085128405951757,0.5713294261131823,0.6395850985684854,0.5899625874018826,0.5915492957746479,0.0014476269258608212
best_single,out_of_distribution,EZH2,0.557096,0.556316082635967,0.520633999997409,0.5893640592181124,0.5740204027467539,0.5567928730512249,0.001255959527960171
DNABERT,out_of_distribution,EZH2,0.704656,0.7047492010724682,0.6727821053977239,0.7351067566941246,0.7028882269420846,0.7011173184357542,0.002342641678488763
HetMoE,out_of_distribution,TAF1,0.743004,0.7425597226433621,0.7120951859940895,0.7732943405577204,0.7633174266450296,0.7936507936507936,0.0038352381682902506
static_mean,out_of_distribution,TAF1,0.705672,0.7053330336300342,0.671640131233325,0.7351300717671347,0.7240288171141745,0.7246376811594203,0.0026272923125426934
best_single,out_of_distribution,TAF1,0.672604,0.6719558473081552,0.6397909593340905,0.7065314850427907,0.6607398201927549,0.6658031088082902,0.0019902732172727834
DNABERT,out_of_distribution,TAF1,0.798188,0.7979377138250319,0.76965312471122,0.8228600003076373,0.8021607575631855,0.8289473684210527,0.004827586206896552
HetMoE,out_of_distribution,RBBP5,0.6264639999999999,0.6256923824357901,0.5877252799338223,0.65963699404625,0.6313225939062528,0.6203473945409429,0.0016329516580991135
static_mean,out_of_distribution,RBBP5,0.612716,0.612516817108795,0.5752018502268486,0.6460287841728137,0.6262481155533108,0.6004784688995215,0.001502238395058773
best_single,out_of_distribution,RBBP5,0.611624,0.6119051423342152,0.5769318049562484,0.6479331514120594,0.6087588791372013,0.6004784688995215,0.001502238395058773
DNABERT,out_of_distribution,RBBP5,0.721816,0.7214107310048969,0.6888071335644059,0.7521878500707688,0.7316159771907121,0.71875,0.002551586421122698
HetMoE,out_of_distribution,SAP30,0.608316,0.6083864877980034,0.5722154734843055,0.6428594935756557,0.6167624074257749,0.5980861244019139,0.0014873692602420246
static_mean,out_of_distribution,SAP30,0.5866439999999999,0.5865922154656174,0.5528760357467181,0.6202473265441941,0.595994810844651,0.5720823798627003,0.001336448148484735
best_single,out_of_distribution,SAP30,0.59382,0.593624839453269,0.5579717235682877,0.6273671159875047,0.5691213302884017,0.5874125874125874,0.0014231257941550192
DNABERT,out_of_distribution,SAP30,0.7048399999999999,0.7048511736697447,0.6746826103556262,0.7355985048779738,0.6876678720419902,0.6536458333333334,0.001885545155426013
