data_type,tf,mean_diff,ci95_low,ci95_high,p_value,superior,non_inferior_TOST
in_distribution,ARID3A,0.09989930666125073,0.07102367250299668,0.12627461359467232,0.0,True,True
in_distribution,FOXM1,0.06988965694974637,0.04078498812684818,0.09752006731950179,0.0,True,True
in_distribution,GATA3,0.07495607392420524,0.0511304132215329,0.0985327946017672,0.0,True,True
in_distribution,JUND,0.1107728191574766,0.09107150585565942,0.13226212527880302,0.0,True,True
in_distribution,MAX,-0.00038797269404568734,-0.024707198222902658,0.023101756987401717,0.982,False,False
in_distribution,GABPA,0.04560821489511844,0.027521210617774846,0.064712702927344,0.0,True,True
in_distribution,SP1,0.040417891708780775,0.011750621003994089,0.07073417494271544,0.002,True,True
out_of_distribution,JUN,0.0822697909260994,0.06295116100689846,0.10291108805362681,0.0,True,True
out_of_distribution,FOSL1,0.10128621590298008,0.08185767192083093,0.1229617105507307,0.0,True,True
out_of_distribution,ATF3,0.07305577475528104,0.04828194623791872,0.09750347714952835,0.0,True,True
out_of_distribution,MYC,0.0007988574643116029,-0.02556442477548234,0.02571292967805585,0.936,False,False
out_of_distribution,MXI1,-0.04033525297279733,-0.06622317677070828,-0.012794566358855005,0.004,False,False
out_of_distribution,USF1,-0.007501460341800805,-0.02998281208083996,0.01571627577592376,0.522,False,False
out_of_distribution,ELF1,0.043147896980796005,0.02414131382287365,0.061777416831978085,0.0,True,True
out_of_distribution,ETS1,-0.0003016734340440549,-0.02789576042783313,0.028001135040302865,0.962,False,False
out_of_distribution,SPI1,0.0509571001819946,0.026886318339012998,0.0752036562388099,0.0,True,True
out_of_distribution,SP2,0.06517063652458793,0.03825533645628729,0.09261151578660891,0.0,True,True
out_of_distribution,YY1,-0.09735117763603955,-0.12584043282670515,-0.0706830574143851,0.0,False,False
out_of_distribution,ZNF143,-0.058423094679357565,-0.08762483256982825,-0.029879070974723528,0.0,False,False
out_of_distribution,REST,-0.08384128000111411,-0.1170064697485792,-0.050814083936625364,0.0,False,False
out_of_distribution,GATA1,0.05202251508351197,0.03253935967960292,0.07260482199247982,0.0,True,True
out_of_distribution,GATA2,0.04395179897794509,0.020662719973309245,0.06696128026028929,0.0,True,True
out_of_distribution,FOXA1,0.12688258430413696,0.1003076795226073,0.1554998981356511,0.0,True,True
out_of_distribution,FOXA2,0.14325473921210174,0.1129473096241305,0.17348675504331657,0.0,True,True
out_of_distribution,CTCF,0.12482862576384475,0.0974762031919218,0.14991236118790627,0.0,True,True
out_of_distribution,STAT3,0.03773240316113113,0.01241961088233085,0.06295816523652008,0.0,True,True
out_of_distribution,NRF1,-0.034162681169721945,-0.06439549585766008,-0.006581909713901745,0.02,False,False
out_of_distribution,HNF4A,0.09966961999049434,0.06661660763584205,0.13286913464467215,0.0,True,True
out_of_distribution,TCF7L2,-0.05642908455865951,-0.0863071856619587,-0.024704755217469752,0.0,False,False
out_of_distribution,ZBTB33,-0.04113202802315283,-0.06635505512793842,-0.017256104396406464,0.002,False,False
out_of_distribution,POLR2A,-0.08555306395996962,-0.11618144966540773,-0.05336751383275193,0.0,False,False
out_of_distribution,EP300,0.034786433549019675,0.015063347845985665,0.05525270776162125,0.0,True,True
out_of_distribution,EZH2,-0.06731964096952407,-0.1016379859335008,-0.03536597899520138,0.0,False,False
out_of_distribution,TAF1,-0.05537799118166975,-0.0847324877196538,-0.02649638307406702,0.0,False,False
out_of_distribution,RBBP5,-0.09571834856910676,-0.12832042001411115,-0.06371198568668876,0.0,False,False
out_of_distribution,SAP30,-0.09646468587174135,-0.12863497230209273,-0.06386391949975767,0.0,False,False
