model,data_type,tf,point_auc,mean_auc,ci95_low,ci95_high,auprc,prec_at_rec50,prec_at_prev1e-3
best_single,out_of_distribution,ATF3,0.7041280000000001,0.7037546754721739,0.6705620884037022,0.7367381607068458,0.7379062495318212,0.7692307692307693,0.003325573661456602
DNABERT,out_of_distribution,ATF3,0.751888,0.7516820433855907,0.71918706066389,0.7794450827576023,0.7877422617224554,0.8655172413793103,0.006401101703560135
HetMoE,out_of_distribution,MYC,0.862916,0.8626476823288857,0.8405134825891584,0.8837142217785118,0.8647759227358197,0.9064748201438849,0.00960878517501716
static_mean,out_of_distribution,MYC,0.737988,0.7381694015099272,0.7076431819483513,0.7674484113234407,0.7276851520699044,0.7339181286549707,0.0027534006143045196
best_single,out_of_distribution,MYC,0.7408039999999999,0.7403005950587089,0.7109381948469725,0.7720680876068563,0.7684663567808383,0.7819314641744548,0.003576466565024722
DNABERT,out_of_distribution,MYC,0.849388,0.8489724765972082,0.8252087690060764,0.87274246317433,0.8447078291813253,0.8685121107266436,0.006568445293486511
HetMoE,out_of_distribution,MXI1,0.776832,0.7766219933566165,0.7482906959546732,0.8031063816353908,0.790340188227843,0.8355263157894737,0.005059357820094017
static_mean,out_of_distribution,MXI1,0.71034,0.7103011200642938,0.6793850548870634,0.7414718866474417,0.7125678107662528,0.7368421052631579,0.002794969055699741
best_single,out_of_distribution,MXI1,0.733644,0.7336245886520121,0.7041381723225368,0.7632804640398493,0.7629916174217007,0.7537537537537538,0.0030546799888035636
DNABERT,out_of_distribution,MXI1,0.8173839999999999,0.8169725016479186,0.7888467712133658,0.8423347124709796,0.8144645533713166,0.8338870431893688,0.004999900400390431
HetMoE,out_of_distribution,USF1,0.874768,0.8750145855495441,0.8538551138685512,0.8950184730291796,0.8857412465309067,0.9333333333333333,0.01382033563672261
static_mean,out_of_distribution,USF1,0.7609360000000001,0.7608931752208854,0.7314297876602565,0.7898825936328243,0.7644572518035324,0.7911392405063291,0.003777347999516499
best_single,out_of_distribution,USF1,0.7460959999999999,0.7462712781941915,0.7145508279913197,0.7768465219528937,0.7687153016173405,0.778816199376947,0.003512271877941528
DNABERT,out_of_distribution,USF1,0.879308,0.879074191839603,0.8595646016615842,0.8994575445255943,0.885173048029082,0.9338235294117647,0.013928493090590043
HetMoE,out_of_distribution,ELF1,0.9380719999999999,0.9379608387910775,0.9228453938690291,0.9517931610744664,0.9386701820202858,0.9653846153846154,0.02715862367452933
static_mean,out_of_distribution,ELF1,0.86622,0.8662641181516023,0.8435375260381842,0.8888634506361408,0.851836863236689,0.8817567567567568,0.00740929994890138
best_single,out_of_distribution,ELF1,0.969148,0.9690848945951177,0.9580204615100764,0.9789412220096301,0.9748599568276489,0.9967320261437909,0.23389570552147237
DNABERT,out_of_distribution,ELF1,0.896228,0.8963489993151699,0.8763340411214473,0.9165063657614113,0.88367617698455,0.9145907473309609,0.010605372838691042
HetMoE,out_of_distribution,ETS1,0.767744,0.7674299516889842,0.7379460167857722,0.7954468639301225,0.8019219683637313,0.8338870431893688,0.004999900400390431
static_mean,out_of_distribution,ETS1,0.721708,0.7215722892272208,0.6872913181130686,0.7521624421770221,0.7439815945983848,0.7288629737609329,0.002683641594297798
best_single,out_of_distribution,ETS1,0.7972279999999999,0.7978637464060757,0.7690237535453627,0.8244063060988639,0.8357003911505014,0.9230769230769231,0.011869436201780416
DNABERT,out_of_distribution,ETS1,0.7787079999999998,0.7785158691195716,0.7468261073870848,0.8065537361923834,0.8062373427694729,0.8571428571428571,0.0059701492537313425
HetMoE,out_of_distribution,SPI1,0.8634120000000001,0.8634877563613791,0.8400186294876366,0.8844351888903484,0.8464713523788365,0.8802816901408451,0.007306523263970072
static_mean,out_of_distribution,SPI1,0.820716,0.820422023729322,0.7939029934154666,0.8473152325640544,0.788114548577656,0.8095238095238095,0.00423623224520309
best_single,out_of_distribution,SPI1,0.86708,0.8668125565352532,0.8437596243260539,0.889005590800267,0.8640222660817598,0.896797153024911,0.00862334462580844
DNABERT,out_of_distribution,SPI1,0.8260159999999999,0.8256335873683815,0.799517663203234,0.850316316230065,0.8194828814091965,0.8333333333333334,0.0049800796812749
HetMoE,out_of_distribution,SP2,0.789028,0.7886586723954437,0.7606520961847613,0.8153476035463904,0.7840340092643704,0.8038585209003215,0.004085701678406249
static_mean,out_of_distribution,SP2,0.666112,0.6665673250336274,0.6334986706754827,0.7007929166992167,0.6552761043622944,0.6527415143603134,0.0018780471314708113
best_single,out_of_distribution,SP2,0.673932,0.6739335468724529,0.6415376582590829,0.7082362308907874,0.6945197202029902,0.6510416666666666,0.001864057979659399
DNABERT,out_of_distribution,SP2,0.72906,0.7288745310884842,0.6983427562949974,0.7593647574763478,0.7230276214987801,0.6944444444444444,0.0022698383875068093
HetMoE,out_of_distribution,YY1,0.7044999999999999,0.703762610025118,0.6716710221108153,0.7338226591477794,0.7288259062779733,0.7163323782234957,0.002521406743250194
static_mean,out_of_distribution,YY1,0.671208,0.6710704620185507,0.6402461346431585,0.7017588068347146,0.6746683657801732,0.6613756613756614,0.0019512652003559107
best_single,out_of_distribution,YY1,0.69636,0.6965843197723245,0.6658091145551894,0.7270165761453986,0.7225750710036718,0.6868131868131868,0.0021903693838929
DNABERT,out_of_distribution,YY1,0.786856,0.7872903932585873,0.7604642388952048,0.8128660226222834,0.8028927081285023,0.8167202572347267,0.004440792349249087
HetMoE,out_of_distribution,ZNF143,0.707272,0.7065761507814002,0.6752033493448056,0.736755985349901,0.7290261959123777,0.7352941176470589,0.00277284826974268
static_mean,out_of_distribution,ZNF143,0.676624,0.6759437333917172,0.6439627675611576,0.7074347740923472,0.6791542596874984,0.6952908587257618,0.0022788970501448147
best_single,out_of_distribution,ZNF143,0.771432,0.7705743731808365,0.7415993043554787,0.7978356692509927,0.8034007786820991,0.840531561461794,0.005248418213878228
DNABERT,out_of_distribution,ZNF143,0.7681,0.7680063929329259,0.7389062131990052,0.7946728954741621,0.7626352133648548,0.7723076923076924,0.0033837982123838934
HetMoE,out_of_distribution,REST,0.579244,0.5793129896819239,0.545184505467645,0.6136112722689865,0.5894248094375341,0.5650224215246636,0.0012985808366570819
static_mean,out_of_distribution,REST,0.5723400000000001,0.5726334408729028,0.5370969702121484,0.6067846525814488,0.5865322298070795,0.5590200445434298,0.001267337530862951
best_single,out_of_distribution,REST,0.567792,0.5682422483126688,0.5317035547495127,0.603004920038119,0.5917993423177627,0.5659955257270693,0.001303727216980403
DNABERT,out_of_distribution,REST,0.67144,0.6713937583592098,0.6393577903914707,0.7036645328491085,0.6748088369028333,0.6756756756756757,0.0020810788312661285
HetMoE,out_of_distribution,GATA1,0.921064,0.920815645840408,0.9044288149768398,0.9365464731071669,0.9202668072255231,0.946969696969697,0.017561112672098905
static_mean,out_of_distribution,GATA1,0.904176,0.9043012335767117,0.8860794409180199,0.9221517723085012,0.892542346264996,0.9233576642335767,0.011915975885455916
best_single,out_of_distribution,GATA1,0.9303199999999999,0.9303342554421604,0.9141898924181263,0.944119976479906,0.9270209554333766,0.9849056603773585,0.06131078224101479
DNABERT,out_of_distribution,GATA1,0.88392,0.8840153029742617,0.8641349742242795,0.9029291794678711,0.8825489973137457,0.9227941176470589,0.011822892133772963
HetMoE,out_of_distribution,GATA2,0.9077000000000001,0.9075289346497398,0.8905242468220373,0.9248159629475304,0.90649976419906,0.943609022556391,0.016474140194276714
static_mean,out_of_distribution,GATA2,0.903388,0.9035460078294377,0.8843724162665595,0.9217134664046343,0.8998329853047126,0.9261992619926199,0.012406702585141614
best_single,out_of_distribution,GATA2,0.895316,0.8952887119601829,0.8764720169935258,0.9135931702696823,0.9039250922004244,0.943609022556391,0.016474140194276714
DNABERT,out_of_distribution,GATA2,0.8636159999999999,0.8638738744072505,0.8422269184206208,0.8855866675545516,0.8666069360940536,0.9035714285714286,0.009292587967384119
HetMoE,out_of_distribution,FOXA1,0.8888,0.8889091234285037,0.8679955962723099,0.9089434509554791,0.8802288893606751,0.9178571428571428,0.011061375570284927
static_mean,out_of_distribution,FOXA1,0.775516,0.7756699875979908,0.7479270250749442,0.8036323020636921,0.7497172157881957,0.7552870090634441,0.003079993593613325
best_single,out_of_distribution,FOXA1,0.61032,0.609524790387847,0.5732050504223964,0.6428483468752526,0.6332918010992894,0.6038647342995169,0.0015235912874955815
DNABERT,out_of_distribution,FOXA1,0.7433319999999999,0.7434072722211429,0.7122774296878777,0.7709672639182359,0.7352754535700513,0.7331378299120235,0.002742460974780329
HetMoE,out_of_distribution,FOXA2,0.883908,0.8835371009026662,0.8616373321863899,0.903447774748485,0.8710468137870782,0.8881118881118881,0.007882812984917137
static_mean,out_of_distribution,FOXA2,0.766616,0.766122410375401,0.7358205240500736,0.7946386525979091,0.7350144632914218,0.7288629737609329,0.002683641594297798
best_single,out_of_distribution,FOXA2,0.62898,0.6283177941930029,0.5930320710779096,0.6642462884853121,0.6315002783946165,0.6327543424317618,0.0017217282100103306
DNABERT,out_of_distribution,FOXA2,0.738728,0.737705911078506,0.7077521886090242,0.7683740485768006,0.7246494032024101,0.6972222222222222,0.002299756280808488
HetMoE,out_of_distribution,CTCF,0.8987799999999999,0.8989989405700299,0.8801556794157216,0.9163476721632309,0.9029888669392396,0.9405204460966543,0.015581696126131675
static_mean,out_of_distribution,CTCF,0.7697879999999999,0.7705696179350486,0.7417679312883223,0.7957306137524541,0.7495532772438039,0.7360703812316716,0.0027839087853950163
best_single,out_of_distribution,CTCF,0.6270720000000001,0.6277010808066623,0.5929469513924797,0.6592920246451722,0.6480601521382996,0.628140703517588,0.0016880258200429436
DNABERT,out_of_distribution,CTCF,0.7572080000000001,0.7576091882192213,0.725669250171834,0.7859872184856062,0.7518918275323843,0.784375,0.0036281113584458384
HetMoE,out_of_distribution,STAT3,0.8384479999999999,0.8380320817905587,0.8144817371811034,0.8623348775663754,0.8549916498891728,0.9157509157509157,0.010763335773022775
static_mean,out_of_distribution,STAT3,0.8319160000000001,0.8311207061067145,0.8066062669495963,0.8555575871935773,0.8268362782009893,0.8591065292096219,0.006066635929044626
best_single,out_of_distribution,STAT3,0.6917920000000001,0.69075083307914,0.6587310613859412,0.7211396697906536,0.7057071624130629,0.7019498607242339,0.002351952960940781
DNABERT,out_of_distribution,STAT3,0.812096,0.8112945826238862,0.7836777635332715,0.838180909486325,0.8098969455153413,0.8394648829431438,0.005207144783519698
HetMoE,out_of_distribution,NRF1,0.733372,0.7337034225007999,0.7019189697705362,0.7641754860064128,0.7370121331421771,0.7530120481927711,0.0030425469769253238
static_mean,out_of_distribution,NRF1,0.682228,0.6826281717786903,0.6513370680571298,0.7155308526976635,0.6723404049875059,0.6738544474393531,0.0020639153299375048
best_single,out_of_distribution,NRF1,0.714464,0.7148234468321141,0.6839276269656431,0.7450692153147898,0.725999960485969,0.7288629737609329,0.002683641594297798
DNABERT,out_of_distribution,NRF1,0.754836,0.7545356035278344,0.7264245871735792,0.7839536570477601,0.7599791601116512,0.7720364741641338,0.0033786030673459344
HetMoE,out_of_distribution,HNF4A,0.8153320000000001,0.8152027906938126,0.787312483730158,0.8405798824332751,0.7935152095867968,0.7993630573248408,0.0039722732164335
static_mean,out_of_distribution,HNF4A,0.669752,0.6695722333081162,0.6349578508353987,0.7009746512558662,0.6210511039661669,0.6395939086294417,0.001773274224192527
best_single,out_of_distribution,HNF4A,0.576208,0.5761910815411111,0.5406523527617032,0.6099568754640589,0.5987682625119648,0.5543237250554324,0.0012434779581097146
DNABERT,out_of_distribution,HNF4A,0.685776,0.6856909399050964,0.6519386968391478,0.715470802802456,0.6572921227736813,0.6475,0.0018353434714210805
HetMoE,out_of_distribution,TCF7L2,0.7068399999999999,0.7065965829894533,0.6727613014151217,0.7378762213178581,0.691431368092666,0.6857923497267759,0.0021800305725403002
static_mean,out_of_distribution,TCF7L2,0.675308,0.6750159590676844,0.6421229453055044,0.7087966910476868,0.6579132656055395,0.6510416666666666,0.001864057979659399
best_single,out_of_distribution,TCF7L2,0.649544,0.6493369899954907,0.6163682505777496,0.684542894223671,0.6602650194995081,0.6313131313131313,0.001711109894321853
DNABERT,out_of_distribution,TCF7L2,0.761052,0.7612443132235869,0.7334570931782847,0.7900869461785599,0.7515003878467604,0.7598784194528876,0.003157721893117429
HetMoE,out_of_distribution,ZBTB33,0.63218,0.631032101501384,0.5929404314001193,0.6640904601250153,0.6643937561073748,0.5995260663507109,0.0014962976981855174
static_mean,out_of_distribution,ZBTB33,0.630448,0.6291710333073717,0.5919615159530763,0.6605726297107761,0.6487475375767686,0.6097560975609756,0.0015616215878568305
best_single,out_of_distribution,ZBTB33,0.6238839999999999,0.62297726748887,0.5851700516101541,0.655953553543457,0.6612374602272694,0.6172839506172839,0.0016119152777330022
DNABERT,out_of_distribution,ZBTB33,0.672796,0.6715724063975981,0.6362162903735736,0.704440555629281,0.698226021581325,0.7058823529411765,0.002396644697423607
HetMoE,out_of_distribution,POLR2A,0.634944,0.6348828332153078,0.6029600460632171,0.6697502030520922,0.6236331274910321,0.6313131313131313,0.001711109894321853
static_mean,out_of_distribution,POLR2A,0.632836,0.6327483586969931,0.5980697305102982,0.6669502731127438,0.6411869652713954,0.6297229219143576,0.0016994894733622023
best_single,out_of_distribution,POLR2A,0.666744,0.6663842026350882,0.6315967082171318,0.6989081537956204,0.6930820629667013,0.6783783783783783,0.0021069066245844948
DNABERT,out_of_distribution,POLR2A,0.731744,0.7314228553907661,0.70255760289664,0.7615421864182265,0.7576009422449762,0.7419354838709677,0.0028696194635059267
HetMoE,out_of_distribution,EP300,0.89324,0.8932786004858101,0.8734303957453508,0.9123766321461811,0.896731865595148,0.9267399267399268,0.012504324618197993
static_mean,out_of_distribution,EP300,0.899052,0.8991157106317319,0.8805048915576356,0.9177125693685746,0.8947759428509087,0.927536231884058,0.012650721486459774
best_single,out_of_distribution,EP300,0.895528,0.8953068212104188,0.8760602041058718,0.9146279914663306,0.8920665913395733,0.9588014981273408,0.02276567363272566
DNABERT,out_of_distribution,EP300,0.87008,0.8708020037841868,0.8487225971522834,0.8911736731317411,0.8706936884229293,0.9017543859649123,0.009104112791809841
HetMoE,out_of_distribution,EZH2,0.634528,0.6350843285483716,0.5997174122303778,0.6683896158033179,0.6066447617090163,0.6188118811881188,0.0016223652787872493
static_mean,out_of_distribution,EZH2,0.61252,0.6126095733552809,0.5763680951286305,0.6428094019402347,0.593739646122623,0.5938242280285035,0.0014613131944890957
best_single,out_of_distribution,EZH2,0.599076,0.5986678022854299,0.5644949267001805,0.6300670524533875,0.610087724060618,0.5904977375565611,0.0014413518886679918
DNABERT,out_of_distribution,EZH2,0.7025439999999998,0.702489443454575,0.6709931507742227,0.7333121352654249,0.6992524811028636,0.6876712328767123,0.002199111593961643
HetMoE,out_of_distribution,TAF1,0.7208160000000001,0.7210455666932369,0.6894612976769036,0.7519773725597673,0.7463470629220129,0.7552870090634441,0.003079993593613325
static_mean,out_of_distribution,TAF1,0.706484,0.7061379248880303,0.6735986700394516,0.7350732184497523,0.7217735538073777,0.7339181286549707,0.0027534006143045196
best_single,out_of_distribution,TAF1,0.756212,0.7552859069777985,0.7244129245450966,0.7816217575377834,0.7868767672157058,0.8090614886731392,0.004223615076616378
DNABERT,out_of_distribution,TAF1,0.7903,0.7899305037260436,0.7610178988957081,0.8165027997736146,0.7989570472509064,0.8262295081967214,0.00473693114532228
HetMoE,out_of_distribution,RBBP5,0.614832,0.6148496089011806,0.5801756249877033,0.6499348362706828,0.6165487463011278,0.6014319809069213,0.0015082143819014273
static_mean,out_of_distribution,RBBP5,0.6077760000000001,0.6079320552828981,0.5710569204854211,0.6436654955039347,0.6249770373841094,0.6092233009708737,0.0015581352039232728
best_single,out_of_distribution,RBBP5,0.635022,0.634192595185848,0.5997142548187585,0.6680448496145861,0.6600823370207881,0.6306532663316583,0.0017062758320643902
DNABERT,out_of_distribution,RBBP5,0.708212,0.7078393547054149,0.6739187755059566,0.7382251790664504,0.7220462871858395,0.7138810198300283,0.002491324850965388
HetMoE,out_of_distribution,SAP30,0.5917840000000001,0.5918834454125097,0.5568364813444698,0.6278276223717086,0.6123893519284618,0.5878220140515222,0.001425528893937243
static_mean,out_of_distribution,SAP30,0.588932,0.5887367360514775,0.5531469225155631,0.6244437923471816,0.5938744299595147,0.5653153153153153,0.00130012742284702
best_single,out_of_distribution,SAP30,0.60405,0.6041952295947328,0.5706551220291375,0.6364404390065331,0.607612718280775,0.6112469437652812,0.0015714276734699007
DNABERT,out_of_distribution,SAP30,0.68682,0.6866687132932927,0.6547030264781188,0.7170251257828593,0.6758138698407602,0.6519480519480519,0.0018715002572380832
