data_type,tf,mean_diff,ci95_low,ci95_high,p_value,superior,non_inferior_TOST
in_distribution,ARID3A,0.1120579512595659,0.08149706976760647,0.14111832481269923,0.0,True,True
in_distribution,FOXM1,0.07621118682355461,0.047058074924457585,0.10541609301981314,0.0,True,True
in_distribution,GATA3,0.0706690004854569,0.04498804271948006,0.09547589906368728,0.0,True,True
in_distribution,JUND,0.10508560451227499,0.08418522892933025,0.12517395420774796,0.0,True,True
in_distribution,MAX,0.015534925003622841,-0.00969743878975517,0.040447931229282155,0.21,False,True
in_distribution,GABPA,0.043255240675801984,0.023220078562766647,0.06299703737859114,0.0,True,True
in_distribution,SP1,0.02013888321377675,-0.012082751988035767,0.05219517036369145,0.202,False,False
out_of_distribution,JUN,0.0774829674739517,0.05841584336294609,0.09763347196476828,0.0,True,True
out_of_distribution,FOSL1,0.09034741957645841,0.07135522855592556,0.11236935788801108,0.0,True,True
out_of_distribution,ATF3,0.06957961771483082,0.046196886290825946,0.09164234606836699,0.0,True,True
out_of_distribution,MYC,0.013675205731677399,-0.01147412933574142,0.03801109213312419,0.29,False,False
out_of_distribution,MXI1,-0.04035050829130218,-0.06894413427466328,-0.013300529713305784,0.008,False,False
out_of_distribution,USF1,-0.004059606290058909,-0.028655574941488546,0.02016474689421111,0.734,False,False
out_of_distribution,ELF1,0.04161183947590773,0.020585046073233842,0.06250262198356464,0.0,True,True
out_of_distribution,ETS1,-0.011085917430587348,-0.03930142426837089,0.017026218262055734,0.452,False,False
out_of_distribution,SPI1,0.0378541689929976,0.013731044036868723,0.062288771769907235,0.0,True,True
out_of_distribution,SP2,0.05978414130695961,0.031548339020473715,0.08918805519871541,0.0,True,True
out_of_distribution,YY1,-0.08352778323346922,-0.11245415887963803,-0.056821778252888276,0.0,False,False
out_of_distribution,ZNF143,-0.06143024215152565,-0.0928137682776219,-0.030115295171729558,0.0,False,False
out_of_distribution,REST,-0.09208076867728582,-0.12759115161849405,-0.0567060598971732,0.0,False,False
out_of_distribution,GATA1,0.03680034286614638,0.015094145177573076,0.05805313085133065,0.0,True,True
out_of_distribution,GATA2,0.043655060242489455,0.020544543736674154,0.06588669051698767,0.0,True,True
out_of_distribution,FOXA1,0.14550185120736076,0.11722846970742401,0.17437706134247494,0.0,True,True
out_of_distribution,FOXA2,0.14583118982416032,0.11640357969913259,0.17674153576187718,0.0,True,True
out_of_distribution,CTCF,0.14138975235080864,0.1121218076930198,0.171545845115027,0.0,True,True
out_of_distribution,STAT3,0.02673749916667248,-0.0013344641536394274,0.05514934235275731,0.06,False,True
out_of_distribution,NRF1,-0.020832181027034647,-0.052732619543879956,0.010610820966624905,0.2,False,False
out_of_distribution,HNF4A,0.1295118507887163,0.09693592494984087,0.16554233601326238,0.0,True,True
out_of_distribution,TCF7L2,-0.05464773023413355,-0.0878887925171214,-0.021788363282015645,0.0,False,False
out_of_distribution,ZBTB33,-0.04054030489621411,-0.06839068730848863,-0.013401774642918796,0.006,False,False
out_of_distribution,POLR2A,-0.09654002217545832,-0.1285513490999789,-0.06109606742717747,0.0,False,False
out_of_distribution,EP300,0.022476596701623268,0.0014516452901645964,0.042256528646188785,0.042,True,True
out_of_distribution,EZH2,-0.06740511490620335,-0.10398942916084168,-0.030289756106429203,0.0,False,False
out_of_distribution,TAF1,-0.0688849370328065,-0.09802493163865779,-0.038917542694812256,0.0,False,False
out_of_distribution,RBBP5,-0.09298974580423441,-0.12552403353814623,-0.05945830209480977,0.0,False,False
out_of_distribution,SAP30,-0.09478526788078317,-0.12556587994049534,-0.060687769109071886,0.0,False,False
